189071274,lixiongtao,2,517496708,ppb6494,3,,,,
422637659,ORARiccardo,4,161504458,wagkids,3,,,,
138940826,snilchau,3,216297541,jxxglh,3,,,,
82580055,rfa15495,4,40568465,fxxkmao,3,,,,
14377255,hellodog,5,77922567,sxzyabcd,3,,,,
162362339,trojansj,3,418435564,nagaoka1969,3,,,,
187485964,foolerzhang,1,468327331,azurewood,3,,,,
25974152,prashantrao,1,498143636,ruanzhonghua666,3,,,,
184513423,MengDebin,1,457199435,justinfuyun,3,,,,
144817238,love1017best,1,244992820,liberation1st,3,,,,
28325584,itellsya,1,219045313,texifter,3,,,,
164326025,Tin_Tse,3,15140589,discovertext,3,,,,
116499657,wangjunping,1,129392960,Arundahti,3,,,,
94327249,zhaoweitian,1,232474992,ganjianglaoma,3,,,,
129237555,avb001,3,380396820,dning1,3,,,,
489311924,bj3002,1,473540501,AndreaPira,3,,,,
132432186,_SZO,1,539703283,shinshiwakokoro,3,,,,
531397721,380790899,1,452081900,TheEIU,3,,,,
46085336,qisaiman,6,143382744,dontttletmedown,3,,,,
532039626,ShiningWong,1,479380543,niubi,3,,,,
368026004,onlysilly,1,24129666,cleverfish123,3,,,,
213340870,benbaden,1,88604545,chengdujin,3,,,,
19052060,starzp,1,543907688,chinageek1,3,,,,
5804942,amoiist,6,100380199,lifeixiong,3,,,,
256914607,zhizime,1,99871007,1984to1776,3,,,,
54411353,hkgfu,1,19644874,gongyaobin,3,,,,
245982814,bensnush,2,542746095,718635018,3,,,,
31378379,LinuxRock,1,254369346,msttnmbvlihcn,3,,,,
517560738,ailiting,1,542841429,ismybook,3,,,,
517550901,skyword70,1,135836022,yindeyi,3,,,,
252120841,yangpeng_china,1,541917744,Beichen,3,,,,
10257602,teacherdude,2,237614433,dulao5,3,,,,
105810607,chjiangs,4,44386311,USTPoliSciProf,3,,,,
434866635,SamsonWlsh,1,441807171,lidake007,3,,,,
15660324,billwucn,1,539958952,jacopogiliberto,3,,,,
49869714,xchen15,2,43175535,HifonNgan,3,,,,
90152662,adouf,1,21884769,subix4,3,,,,
4146331,skyloper,1,18406452,damienics,3,,,,
122391972,T_Seed,1,298162236,AhQjingshen,3,,,,
45156764,SafenZhai,1,3184411,CitizenRight,3,,,,
82541971,duyanpili,2,51849142,Kingsley_Jun,3,,,,
62853431,malcsp76,1,140533163,mterrycooke,3,,,,
138810654,cuixinye,1,521063772,luogl,3,,,,
234297820,minzhuqiang,17,489377360,alix001,3,,,,
56287170,jasonkumi,1,483045809,reiayanami0001,3,,,,
19976343,ggjude,2,117899448,ti8305r1,3,,,,
137041926,ThePressProject,1,22893077,zhoulingman1986,3,,,,
61353651,KiddoTo,1,37414567,HanssCN,3,,,,
488073924,cc11111wy,1,463948741,bill_qiu,3,,,,
373844697,pinge1978,7,269775253,Didi_Diora,3,,,,
235115215,milleguan,1,160977199,flamehe,3,,,,
20840415,relax410,1,78240297,wanda0116,3,,,,
311262656,buffalo35,6,257757142,linling01,3,,,,
153467387,08charterbbs,17,384258284,lynn2198,3,,,,
102403330,mono_Ra,1,192551104,YuhaoGeek,3,,,,
119713728,8jj,1,39829746,PKAting,3,,,,
450375342,hans_hao,1,433484367,chen_yunfei,3,,,,
202963011,ZhouFengSuo,2,92197367,lvroudabing,3,,,,
117997569,kisMisser,1,25054598,hutulang,3,,,,
137998677,cap_pp,1,53635412,meilicaihong,3,,,,
496967108,news_cn,1,442107282,guanmu,3,,,,
134727324,Arilelee,5,454300531,clemtan,3,,,,
378903752,LiquidBedouin,4,152061041,wuzy,3,,,,
546907610,may_amu,1,66264997,HAvanHeerden,3,,,,
550261496,zhangwei0736,1,383112532,2190247,3,,,,
19817589,shiqianlu,1,97597357,iSunNews,3,,,,
50395941,eternalRock,1,20235370,Wonglianhua,3,,,,
107150348,NIAOREN80,1,30644599,soloment,3,,,,
221743698,winrygrant,1,60207870,moumourenZ,3,,,,
533932526,Yss_033,1,105980216,WayneWeiZhang,3,,,,
18263575,trilliony,2,210694148,90202,3,,,,
6433582,mybeky,1,55161809,jackywang0211,3,,,,
24426957,Valebrokk,1,53032906,yinys,3,,,,
36663471,mwlind,1,99140708,luojietoutiao,3,,,,
43246875,qhgy,1,47404113,aspalletta,3,,,,
162984754,wolluo,1,1261821,fongyun,3,,,,
322281109,shabbirghewalla,3,540162055,theaseanwatch,3,,,,
52434120,yuanwei158,1,301389656,gongdaa,3,,,,
53946473,clearlate,1,252966316,jackeyran,3,,,,
100989223,zhangzenghui,1,90791878,LiuCheng2B,3,,,,
106986777,HKfighter,2,48673824,even5435,3,,,,
12476452,wdd2007,1,144090712,OverTheFences,3,,,,
30458062,bpxiong,8,519504963,geru6279,3,,,,
119698019,zhoubo1988,1,36536966,lovecakezhang,3,,,,
412888263,PViews,3,70388518,free_chus,3,,,,
108957546,gybg1989,5,148952881,genuineduke,3,,,,
391784662,amsonchan,1,355932443,lingyunhan0295,3,,,,
51706544,Yan_Y,1,2779741,lianhuaxiaofo,3,,,,
286729664,manasarovar1,1,60573055,Danielllyu,3,,,,
550261571,wecanh,1,285494840,eve2244a,3,,,,
71758381,VOADongFang,1,285492111,hmg42,3,,,,
53074745,runningnini,6,202889328,pkr66,3,,,,
48777623,n_srnck,4,285483241,jiyuanyugong,3,,,,
88212750,BroderickZhang,1,285360953,tfi1233,3,,,,
107702315,DerekJohnBryant,6,502667985,tianmidao,3,,,,
20156677,gykpro,2,484436480,SoundOfHopeCa,2,,,,
125347893,jarodkim,7,125548542,preachercn,2,,,,
333975511,SarahOnTheNews,6,93091086,nerv828,2,,,,
359310123,ifreeswan,5,285592951,xiaonews,2,,,,
98213817,silence9520,3,49930994,Tkymobile,2,,,,
15267283,zuon,1,550364543,VaisonMa1,2,,,,
482209589,djy_cn,13,486782537,VOASasha,2,,,,
47604278,velvet1983,1,39404087,verojuice,2,,,,
235053040,dylankissane,1,459149261,heb718,2,,,,
15082784,wangyii,1,116990880,toplowell,2,,,,
38632974,1958LosersClub,1,265918885,yorksranter,2,,,,
21088691,angefennell,1,402446811,xinqiu0079,2,,,,
36924937,duatu,4,26418850,ifanl,2,,,,
26975819,isaacchangwang,1,136098527,RCIZhongwen,2,,,,
68161454,zhouyilu,1,35886858,TheChinaPress,2,,,,
89684695,ijmiro,1,10134952,FT_China,2,,,,
327484803,djfxtrader,1,122642871,qcdd123,2,,,,
15047202,CaoMu,3,188389235,weiwei100,2,,,,
30427881,gaochunhui,1,164542781,LEEFUCHEN,2,,,,
14259159,Transition,1,361926088,GinpiChina,2,,,,
55562083,lh712,3,190893882,FTChineserss,2,,,,
17382174,fuyukoz,1,410070653,SpiegelPeter,2,,,,
99304508,11virus,1,12417812,icarian,2,,,,
134333556,rol_z,1,151556909,cchhh,2,,,,
526511004,evtuspoh,1,93880107,jerryyinz,2,,,,
26719068,laoladen,5,114403588,davidfirn,2,,,,
400502209,maowei529,1,15760737,verymike,2,,,,
14290494,andyhan,1,42356442,azmonden,2,,,,
75797367,dandrezner,1,163867577,leo5029,2,,,,
30876711,maminyi,1,14339835,tomsp,2,,,,
20345379,andypeaps,2,55792928,sb12358,2,,,,
536300241,tianyi930,1,109125743,kaji2015,2,,,,
284774490,BruceOrwall,1,280294320,jyushyurzhuyi2,2,,,,
206966921,wwwxxxhhh,1,426760415,Wuxiaohong1688,2,,,,
24674124,gadyepstein,1,92980293,gzlxd,2,,,,
17391901,kofreestyler,1,14796261,fyer,2,,,,
468684771,_ZhangLi,1,41059238,jaspergregory,2,,,,
65600318,c06658,1,452292750,Kendall_Chan,2,,,,
178400140,GuoFx,4,267690971,minghuizhang,2,,,,
550254143,RaymondoHuang,1,170275305,xjvisa,2,,,,
92920994,wuxinkuaiyu,2,97038439,swifterslb,2,,,,
92019728,zslaken,2,22454689,ZekChang,2,,,,
12314712,francis_tm,1,402534701,2429863794,2,,,,
17579431,spignal,1,65221182,vshih2,2,,,,
220621062,leo3194,5,98141206,tdavchen,2,,,,
549302623,yujingzhilian,1,87396365,blackbird497,2,,,,
321334028,Hope_follower,1,340878876,hu_jia,2,,,,
126679721,dographer,3,99493814,fqq1000,2,,,,
85984250,yibinzhou,1,219207253,1957spirit,2,,,,
539155005,Norahii1,1,38147137,starling320,2,,,,
6758382,xfameng,1,16394777,davidjzhang,2,,,,
180778936,AstroProfundis,1,90890766,junxiesuo,2,,,,
349817494,christopherdh90,1,34924955,dabaitwo,2,,,,
14372874,acetone,5,18325616,akid_,2,,,,
223379294,tianyige,1,22021397,TonyTassell,2,,,,
18277878,Qiushi_Gu,1,492836609,_636081340074,2,,,,
288269417,Twerypard,1,189071274,lixiongtao,2,,,,
33827762,zhangyu19860305,1,245982814,bensnush,2,,,,
54442379,Charles0802,1,10257602,teacherdude,2,,,,
540505224,shenhuijian,1,49869714,xchen15,2,,,,
95676695,andrewolf117,1,82541971,duyanpili,2,,,,
442347605,vance_kq,2,19976343,ggjude,2,,,,
162367048,Debroalee,2,202963011,ZhouFengSuo,2,,,,
48289117,WLYeung,1,18263575,trilliony,2,,,,
490200799,Livyvv,1,106986777,HKfighter,2,,,,
134315533,54c3,3,20156677,gykpro,2,,,,
54550735,neverxu,1,20345379,andypeaps,2,,,,
246018008,thomasokoenig,1,92920994,wuxinkuaiyu,2,,,,
11303812,reshaw,1,92019728,zslaken,2,,,,
16038752,zeming,1,442347605,vance_kq,2,,,,
187185377,boringrat,3,162367048,Debroalee,2,,,,
385287223,FourTeethCN,1,352154510,seanljliu,2,,,,
352154510,seanljliu,2,45210639,majunteo,2,,,,
109003931,asAspirin,1,82851988,laobei,2,,,,
45210639,majunteo,2,21980815,gx0088,2,,,,
621443,moriyama,1,20696758,acepatrick,2,,,,
103723326,yichai_xy,1,10707762,noirz,2,,,,
54555477,pfreedom,1,246340018,ZiYouXiang,2,,,,
134753324,narutonerv,1,347135295,WAYNE_ZhoNG,2,,,,
534227625,hailun8964,1,46386248,jmhuang,2,,,,
41947107,Coldliang,1,357623576,OCP198222,2,,,,
463926055,lanrongzhi,1,256525146,keaibaba,2,,,,
1992461,fishjar,1,102327423,LazarusXRF,2,,,,
482659509,lynnmice,1,242780164,ChinaFreespirit,2,,,,
339465066,seaofsunflowers,1,99237138,zhycn,2,,,,
20450982,JoeXu,1,178639407,stevenlordiam,2,,,,
218497234,ajax_lee,1,371901558,Keita_Pan,2,,,,
50969839,laoyang945,7,112675274,habic321,2,,,,
550151836,lavonono,1,17357802,sparksustc,2,,,,
231805682,snoophh,1,102407043,lccivet,2,,,,
122760708,bpagliaro,1,21622264,cheanliang,2,,,,
14090974,renhao,1,43650503,gehouhun,2,,,,
71988074,ccaattww,1,54603314,tonghuix,2,,,,
215154468,NiAgalloy,1,252601371,dandan2333,2,,,,
82851988,laobei,2,100535220,wangyi09,2,,,,
374837815,HotNewsBreaks,4,73820313,sexdube2008,2,,,,
52600843,leonmail,1,337057223,Aspirin_Zhu,2,,,,
102839462,twidoggie,1,120838637,citrusoil,2,,,,
544428369,cr_19781,1,20062400,xbingc,2,,,,
112391508,gongfuwang,1,62118152,weilailai,2,,,,
137240910,seiyagg,1,42417466,EnochLu,2,,,,
296780586,hiths,1,304842568,wallpeckers,2,,,,
21980815,gx0088,2,60488386,xiaochuantmac,2,,,,
20696758,acepatrick,2,342030514,duyanlin,2,,,,
117750938,EnsonQiu,1,504485942,120582257,2,,,,
536069124,JosephSoong,4,15174852,hitbastank,2,,,,
17751597,Ratoo,1,256901994,killfbx,2,,,,
18426662,Wowbeing,3,40798788,jlby,2,,,,
10707762,noirz,2,514443677,7418822256,2,,,,
68380944,Jackstraw_PRC,3,486770054,hhw0607,2,,,,
107361252,SnHine,3,330046721,timzhaojia,2,,,,
246340018,ZiYouXiang,2,65782765,minghuifriend,2,,,,
347135295,WAYNE_ZhoNG,2,232480213,MrChengChen,2,,,,
46386248,jmhuang,2,54547612,Prograxxer,2,,,,
357623576,OCP198222,2,66008394,CHNconscience,2,,,,
256525146,keaibaba,2,29243390,rabitv,2,,,,
313027675,moke520,1,173453349,byronxu,2,,,,
2933131,Mosesofmason,6,272675959,my8friends,2,,,,
7172522,feng37,6,545832995,honeylee10,2,,,,
102327423,LazarusXRF,2,265106466,stephenking66,2,,,,
242780164,ChinaFreespirit,2,477815500,woxinfeixang,2,,,,
99237138,zhycn,2,131428338,icheeseU,2,,,,
50643929,xuefeiwind,3,302481758,jjx01,2,,,,
16224675,jordanpouille,1,333893952,fengqingyuehu,2,,,,
178639407,stevenlordiam,2,245384781,ark_wan,2,,,,
107002719,jiayouo,1,373707193,handongdong_DOZ,2,,,,
371901558,Keita_Pan,2,49038860,HengHe,2,,,,
112343630,Batterytired,1,342582742,shanxiwbj,2,,,,
7323672,dixy0,1,408265143,sqzyh,2,,,,
328536668,htanyu,1,327873967,qiwenlu,2,,,,
85699374,ciciatc,1,121645226,chenpokong,2,,,,
21491032,XiongJia,1,208217695,li_zinan,2,,,,
13956662,fravel,1,172509769,BobFu4China,2,,,,
2786701,williamlong,1,131580022,H_Fantong,2,,,,
411118859,YaxueCao,5,538399104,mmhkvn,2,,,,
90030796,yifan19xx,1,101147393,baotagen,2,,,,
322647022,wuyagege,1,263360435,Fdashuai,2,,,,
36049352,leemokid,1,52941510,guxiaojun53,2,,,,
206985924,Rat1984,1,148502049,behrman914,2,,,,
95348240,Witness64,1,89622334,szsasa12432268,2,,,,
112675274,habic321,2,544466111,StuartWShulman,2,,,,
132218667,jusun2000,1,17567078,3l82gp1,2,,,,
244505957,WhimDonna,1,544175887,heqian,2,,,,
20913207,tomzhi,1,525351450,TZZzzzzzo,2,,,,
59104769,SplinterSunrise,1,327893300,wangqingzhi,2,,,,
245836638,redshadowlu,1,190867605,newwave0991,2,,,,
232497456,shuangyuan8964,3,543582591,RachelLoial,2,,,,
17112448,MinKaka,1,99893964,Flavie2527,2,,,,
93185566,sui_kato,1,493235944,xiasinet,2,,,,
22897269,burtosa,1,373412058,Roy_Ren_Yi,2,,,,
18284707,StonyWang,1,152936797,tczs191,2,,,,
17357802,sparksustc,2,476989552,chao_song,2,,,,
29720462,willakira,1,524576078,wyjs2009,2,,,,
542543858,Neal_yung,1,101662378,bimawen,2,,,,
28077730,vicch,1,475740015,XiaYeliang,2,,,,
102407043,lccivet,2,20644232,byl5976107,2,,,,
17266085,sylviahui,1,544141301,salageee,2,,,,
435681959,xiechao1211,1,438155125,mmnanren,2,,,,
21622264,cheanliang,2,265383048,AlphaWen2011,2,,,,
26201472,ianjbeattie,1,25664201,bent61,2,,,,
18232866,e2loki,1,60899875,beijinghome,2,,,,
50675635,ljqu,5,45745304,laihingkit,2,,,,
43517605,8QQ,1,439738206,caichu88,2,,,,
56967720,taniabranigan,1,11910912,hyhy0063,2,,,,
547126296,dada_free,1,50318382,jmdwg0,2,,,,
11435242,atuka,1,111316371,cnfeiyang,2,,,,
200928870,Kirinwei,1,126274683,914777219,2,,,,
48414347,Jasper1029,1,543307154,5gaq4yk9,2,,,,
18355193,felixmon,1,410375753,isbsabi,2,,,,
548345540,cnfaint,1,534982777,joker_rocker,2,,,,
123439727,luxiaozh,1,206247856,3r5bb5c,2,,,,
35440540,Martin0418,1,1469691,jizhiguang,2,,,,
49348954,Fight4Future,4,238169051,Leomgz,2,,,,
69778259,ahxxm,1,15098076,pierrepetrelli,2,,,,
14732903,chinahearsay,1,347144526,davidasl,2,,,,
83796285,djz124,1,754807,wecache,2,,,,
137930898,liuqingsong,1,505848959,glif,2,,,,
127857675,wyq5654,3,134818985,Sissi_Chen0615,2,,,,
55758774,kk_kev,1,47089479,EMfocus,2,,,,
234503325,alimismayel,1,166916033,CHRDnet,2,,,,
452824177,bettermiao,3,275815769,Francois_Bougon,2,,,,
43650503,gehouhun,2,323778172,CLQcn,2,,,,
181890237,butcher977,1,538899179,helloxyz425,2,,,,
256036003,joneechuh,3,539898410,394qbk,2,,,,
281960703,wzx_pc,1,3512101,PatrickZixian,2,,,,
22967466,HeJian1978,103,99674138,xovien,2,,,,
550157666,kwiety007,1,513257361,LV1583,2,,,,
303708410,d_laje,1,373166103,du_zhuan,2,,,,
42173718,Geekshock,1,43530233,zhaoj927,2,,,,
54603314,tonghuix,2,54753556,whofeword,2,,,,
88863253,kevinou2007,1,138265937,qyt_V,2,,,,
162891668,NvShao,1,49086243,MinghuiYao1,2,,,,
110016308,shucaichan,1,18427516,ArtNext,2,,,,
252601371,dandan2333,2,7163922,tayhe,2,,,,
100535220,wangyi09,2,258381561,free_POC,2,,,,
14373703,charliechou,1,263080801,yato20110220,2,,,,
547450878,molyn,1,50571841,xinhugo,2,,,,
134163029,greytentacle,1,106299546,jbbox,2,,,,
550062430,present1989,1,163789031,2j476y2xr,2,,,,
356866259,DeefMr,1,526377930,BeijingBling,2,,,,
55441638,48408,3,90919722,chow_yy,2,,,,
257259174,SpoofChina,12,125581153,dumingrong,2,,,,
42857941,huangagou,1,48621160,SonjaJovan,2,,,,
54209194,yuanxili,6,69206474,mikewolfxyou,2,,,,
73820313,sexdube2008,2,91947178,iplabbear,2,,,,
337057223,Aspirin_Zhu,2,96012031,Kuddray,2,,,,
16841208,ratcn,1,116686278,Sonja_Jo,2,,,,
6834282,nonozone,1,2518321,songjiepeng,2,,,,
109237493,hggxdong,42,46055800,CDT,2,,,,
541386351,turbojunjie,1,328040830,5niod3sd,2,,,,
542538017,SunChengtai,1,539846089,michele_mosca,2,,,,
326060767,lucaschang1990,1,540443198,ds8hht39,2,,,,
136256694,tingwangting,1,312510583,4g74j6c,2,,,,
49043160,Jwong1202,1,114480224,Leiguwu,2,,,,
230973714,letscorp,12,19864231,tatamama,2,,,,
536894947,Abbott2012,50,156961481,postgoto,2,,,,
493821127,suyli85,1,229534977,godscream163,2,,,,
493732097,_168960677845,1,97620761,kevinishia,2,,,,
492997259,zhoulixing752,1,145989636,wzx0727,2,,,,
196002957,Am8961,1,18653991,lu0s,2,,,,
218333763,mengshuixiang,1,52432134,CN_RT,2,,,,
243706463,fanguangdi,1,245194755,yanyiwu,2,,,,
538622703,oegud67,1,201296659,Chassit,2,,,,
54837685,mashimaroooo,1,100506067,8sgksvm,2,,,,
247694208,TotalupDate,1,104457342,GYTV,2,,,,
38130949,Tw2500,1,498594054,nevercry,2,,,,
289391409,iiritanana,1,370119482,aq3218,2,,,,
61093536,okokmean,13,105180173,WaltYuan,2,,,,
549146367,virgo_yu,1,175773196,enoooone,2,,,,
288245030,Vaisonma,1,31651803,Ponorka_cn,2,,,,
331519793,WChanCher,1,132392428,groccl,2,,,,
378542941,pentiumtime,1,20492059,giveupdeath,2,,,,
30644449,chenjing198933,1,542346237,WeiSkiy,2,,,,
235207578,wongyibin,3,48657376,dovkfqc8i,2,,,,
549362121,infostingsword,1,486956615,marxistcom,2,,,,
203905136,luozhiorg,1,21417104,SoundOfHopeAUT,2,,,,
549347898,00gfs9vc,1,36624360,paristechreview,2,,,,
145561435,HockeyCHAM,1,61770575,ahaofz,2,,,,
115572626,ilucweb2006,1,401187681,ahchyan,2,,,,
14233955,jwzhao,1,160476012,changxinyu1234,2,,,,
22812355,zhuvei,24,632433,russel053,2,,,,
373711058,GeneraIElection,5,185719308,thecarol,2,,,,
545279038,0to87t23,1,413178508,jayszh63,2,,,,
540996389,KeSchue,1,521317264,bingtan309,2,,,,
120838637,citrusoil,2,127861507,bci_,2,,,,
548205469,HelloMengo,1,5756122,zyself,2,,,,
20845447,RFIChinese,10,281438144,23vu52,2,,,,
531081876,fecable,7,458520279,SimonMrC,2,,,,
548124269,libin918,3,254934549,yihanzhang9213,2,,,,
29492916,RFI_Chinois,7,540833580,zhaodanghan,2,,,,
202528126,mikalinc,75,251425763,geslde1,2,,,,
309373519,Annnnnnnnna1995,10,34649481,Lonnie_Bird,2,,,,
394269028,woodwuda,1,75728430,stuart983,2,,,,
189444269,mglbluesky,1,6785462,bxqsuo,2,,,,
197326414,WantChinaTimes,29,154479746,zhangshuo,2,,,,
84555112,miaojue12,8,541748508,gioiaditauro,2,,,,
380790353,gotogerman,1,282643059,2im6fwrco,2,,,,
84636109,noooo0000,9,413016186,4d8o9yqx,2,,,,
341814115,vvvveexx,1,378918547,mtwirth,2,,,,
81349106,UncleClassic,4,224279237,wine_pimp,2,,,,
229892009,liujin111,1,239987919,liaowangxizang,2,,,,
547220851,a1ld4r,1,354902237,ethanguillen,2,,,,
444595262,windixu,10,324570399,hkgrace2012,2,,,,
20062400,xbingc,2,529508503,donacamp,2,,,,
134100426,1StpKlosr2Me,1,276257052,PlantsFENG,2,,,,
62118152,weilailai,2,52688390,nepotist,2,,,,
51016912,wanghaoxuan,16,69872348,ChinaLetter,2,,,,
532066961,soongjun,1,286466793,ibaobei,2,,,,
185471250,liwmark,1,105989119,mhopp7,2,,,,
13705222,ChangshaNotes,1,16288136,ChinaGeeks,2,,,,
548977953,a2ldm3,1,105498795,melissakchan,2,,,,
542949415,57i5y9t7,1,38876446,fisherman,2,,,,
180245440,yinlijun,3,109492075,fanfou110,2,,,,
18014364,mrlaoyang,16,150877596,wjl820411,2,,,,
42417466,EnochLu,2,474846717,Jessica_ET,2,,,,
539018842,ziyou911,16,315058683,xiaoliutongxie,2,,,,
476690547,slayer_ys,1,541745095,CaaKMGL,2,,,,
304842568,wallpeckers,2,9677102,cebw2dcv,2,,,,
428987754,chisaner,8,540774237,chenyi1976,2,,,,
84880115,lanpijin,3,51612665,ddcxh077n,2,,,,
376645068,ccaipp,3,271290121,carlzyy,2,,,,
46547493,L5d,5,451850583,MaureenMo87,2,,,,
14581421,wenyunchao,8,532047929,pbanik,2,,,,
146979008,g78g,14,238109820,joefhan6,2,,,,
537011622,xpzhou1,1,541469446,chenhong3333,2,,,,
105114043,liushui1989,3,394610981,6x6pupwp9,2,,,,
97884457,8341paul,1,249950257,Balitaph,2,,,,
441574535,QIAOFU88,65,20242523,h6hkf9no5,2,,,,
39188641,kit393,1,136942448,damilkman,2,,,,
96937618,denghaoyang,4,101647054,crillevuorenmaa,2,,,,
35285758,Fullhousesaid,1,127183700,liuliu623,2,,,,
60488386,xiaochuantmac,2,15804278,JohnAHope,2,,,,
342030514,duyanlin,2,242833670,linpincai,2,,,,
224876849,zuoiga,1,476431998,kolekili,2,,,,
4944221,caicaiya,1,26745928,liroyal123,2,,,,
537354735,2jwqug,1,503084290,brushwang,2,,,,
430712735,likeSCSA,1,47575998,frankiezq,2,,,,
43800387,jamie_guo,1,207830574,Jonathan_Fanara,2,,,,
320606345,chentiantang,12,256880151,viewfromhk,2,,,,
113804506,Vela1680,3,14371485,gaoxianghaoma,2,,,,
504485942,120582257,2,500385306,veritech,2,,,,
298080441,LingJihua,1,363347519,rosalindlinlin,2,,,,
126457532,6tony,8,42050190,EpochTimesNY,2,,,,
15174852,hitbastank,2,131852073,FengHaiTao,2,,,,
509572918,Kong_QingDong,1,89146163,xijinping,2,,,,
548356971,markdiaochow,1,538680357,tangxuepeng,2,,,,
256901994,killfbx,2,531852260,ericbeebo,2,,,,
385551084,zhxb_888,3,368385472,boildeddock,2,,,,
18922484,cowperc,8,421613292,allenhqj,2,,,,
342180520,snail8,1,538761710,qqq222ppp,2,,,,
543254584,1eqxdld8,1,96036679,HelloRocky,2,,,,
527136155,coral9954,1,201963437,sunsetpriest,2,,,,
248936566,Morbid_Cowboy,1,535616520,jinchang_,2,,,,
539802004,xiaotuni,9,354749737,35k7ww,2,,,,
177105820,Liuqingshan,36,475623102,dixiaoer,2,,,,
40798788,jlby,2,30406480,Just1nFake,2,,,,
55502278,wenmangwen,5,295487211,dpluokk,2,,,,
55166691,tax_free,45,79393816,nicholasvchen,2,,,,
287923085,JaspraFang,4,337262622,VivLittleViv,2,,,,
192448960,ohsanra,24,538123928,xim517,2,,,,
545193206,oo855db,1,316310495,thinkread2012,2,,,,
71557149,cqxu,1,116362130,Countrywind,2,,,,
423712338,lawyerguo,1,251020132,austin31600,2,,,,
47409598,WSHNHONG,4,70580001,fackfac,2,,,,
178710046,yuki_jp2010,18,66108458,nt9d,2,,,,
53372202,fufuji97,3,46601662,ChemtranCN,2,,,,
541527359,ev7w396ov,1,52957908,davidpilling,2,,,,
514443677,7418822256,2,301736381,moterback,2,,,,
111530127,wjp8779,3,95558323,snowSe9,2,,,,
126798663,HeQinglian,1,16662689,magic7days,2,,,,
533825830,liuzt,1,539917195,flaresky,2,,,,
236675104,xieqiwen,26,261688453,Alvin_Pu,2,,,,
281404201,tuiteguancha,9,402438739,PageReload,2,,,,
227664205,Jiazhuyuan,4,118791633,loafer1024,2,,,,
548138835,qwvy12,1,112332488,MeijieZhang,2,,,,
236860938,nantiexin,5,22576049,garyli72,2,,,,
127554270,tlysg,1,140445439,Han3on,2,,,,
473007490,nakanoakira65,1,300134453,neojourney,2,,,,
86841723,hero000ou,1,212769089,79Ting,2,,,,
536484143,qqsars,1,91080916,gaomilaosan,2,,,,
298591774,dagdha347,1,48335799,OMG__orZ,2,,,,
532396999,paul_cyh,1,96130367,QDAP,2,,,,
6330092,Hobo,1,65288645,kinggarret1980,2,,,,
276279046,luoye67,1,490231124,Cluvmmy,2,,,,
529162701,htyboy,1,34045842,lvkaiwen,2,,,,
476746333,KennnyWong,5,233519482,megbenben,2,,,,
134119514,ning_yue,1,313758551,HU_Xijia,2,,,,
18949668,eleanoram,1,56600745,hosea777,2,,,,
500453443,_3800975848511,1,100168739,laosan,2,,,,
467341251,woai2012,1,17937032,depewzhang,2,,,,
440082914,Alucaron,6,13719242,bychurchill,2,,,,
538699434,paul_lee1,1,201066622,bafield,2,,,,
530951013,lyydcjx,3,387017457,xixihaha89,2,,,,
493974575,fengqiaobao,3,120593591,majunspace,2,,,,
134820849,XiteLer,1,90003477,_observer,2,,,,
180986371,wgzgz,1,446341457,liuyun1989,2,,,,
99995927,iamhudi,14,369515012,Eclipse025,2,,,,
268353115,iewuy,3,114680603,Yangandwu,2,,,,
158530307,5i55,1,71749991,lacykuang,2,,,,
546580314,dsddt,1,270964446,liugangang,2,,,,
53032899,selfreflections,1,138290844,librehat,2,,,,
251579502,youri2102,25,414393403,jackr5128,2,,,,
105092253,mainroadlee,1,28107827,marcodelcorona,2,,,,
126988761,digitalbroadway,3,45307658,hotstone2356,2,,,,
486770054,hhw0607,2,455308883,pjfz,2,,,,
132555401,fjfzwzs,3,135825891,xingdongzhaohua,2,,,,
546712104,lianghongbin,1,87661793,FrankZhen,2,,,,
490046102,QyoungQiannyys,1,494303475,victorlee129,2,,,,
93566561,Wintelx,1,426642805,girlcall,2,,,,
158661698,AnonOpsCN,7,310887531,xyz5383,2,,,,
160076262,OpGFW,7,90636564,izhaomin,2,,,,
104085106,simpsonyu,1,8476072,geftinat,2,,,,
330046721,timzhaojia,2,527249908,sun22382001,2,,,,
407032934,jiantingy,1,67879765,lee_howe,2,,,,
65782765,minghuifriend,2,132139273,ChanTsingCHN,2,,,,
232480213,MrChengChen,2,67008281,AgiChina24,2,,,,
42877167,ToChenChi,1,56718076,renzhen,2,,,,
93178385,truth20081,16,141837307,xddcc,2,,,,
143466104,damnshoe,1,397955282,Qi_Zhongwen,2,,,,
96698645,truth_cn,12,94973075,Bad_Tank,2,,,,
523065104,ncch1234,13,269891589,white_pigeon,2,,,,
54547612,Prograxxer,2,5548282,asdf21011,2,,,,
66008394,CHNconscience,2,7141132,lit7,2,,,,
540955657,iDanner,1,279075990,xoh_xohxoh,2,,,,
535676723,ebr7q31f2,1,30630855,litiantian,2,,,,
19169932,startime,1,226920766,xiaoyong8964,2,,,,
428028663,powercgj,1,96323946,Patrick_LK_Zuo,2,,,,
29243390,rabitv,2,423216067,kelvw,2,,,,
346213863,caobianji,25,293328782,OLDC3,2,,,,
246922124,tuzitail,25,538744614,jianbo0418,2,,,,
245598919,hongyiruan,22,52769433,BrianLee2011,2,,,,
